"PID";"Original tittel"
"3ADAFDEA-DA63-470C-8324-BF387BEC2257";"Penguin"
"3B0AA895-21A4-46F6-95AA-A1A32E781106";"Geopoetika"
"3B1C38C8-9657-4D88-852E-EDFD982F000D";"Universitätsbund Erlangen Nürnberg"
"3B2F958F-2E23-454C-9D30-A6AA16B907CA";"Roland Hall"
"3B32090D-CCE9-493D-9B5D-B0B9B08ED20E";"Almenna bókafélagið"
"3B32BE83-C544-46AC-963B-B6405D7BFA3B";"Centro de Estudios Andaluces"
"3B35CA6B-4E05-45E5-99E7-621012888F60";"Presses universitaires de Franche-Comté"
"3B4CCF48-A000-4AA1-A6A2-80EBFABDD65D";"Oplandske Bokforlag"
"3B5A2B80-91DB-41A1-80EE-52C0DB6C6132";"Wilhelm Fink Verlag"
"3B5DBF78-0F72-404D-B125-2D5367A4714B";"eScholarship Publishing"
"3B7FA5E7-DD60-437E-A395-0287C1D9344F";"International Food Policy Research Institute"
"3B9702CD-C617-481F-A90A-86149522B58F";"Kogan page"
"3B9F5D13-4380-49B3-914C-CB23669B67DB";"University of  Strathclyde"
"3BADD000-E9CB-464A-918D-E488E133BFA7";"Editura Politehnica"
"3BBBF64E-8294-40F8-8FDF-E680108419B0";"Carl Hanser Verlag GmbH"
"3BD16ADC-943F-4C63-B55F-D0548FABA674";"Izdatelstvo IMLI RAN"
"3BDEC9DF-C1FA-4BD3-950C-1EE53209373B";"Mimesis International"
"3BF36E06-6541-4249-B697-982A3B00F9AC";"Nordisk ministerråd"
"3C36F6DF-9F44-43D7-BCF7-A914D8A2BA02";"Society of Physical Therapy Science"
"3C46A599-8C40-4BC4-B331-3017F1B2A85F";"Klartext Verlag"
"3C76792D-A8C3-4270-B8E9-3AE8D90A89F5";"CIB: International Council for Research and Innovation in Building and Construction"
"3C7A22BD-01F9-4A27-A5E3-7331E6D3F600";"Centro Italiano per gli Studi Storico-Geografici (CISGE)"
"3C8FC05E-DB7B-4840-A196-880014E17C05";"Servizo de Publicacións e Intercambio Científico da Universidade de Santiago de Compostela (SPIC)"
"3CB53937-D40E-40F9-BAE0-83BE849A02E6";"Forlaget Ajour"
"3CBD532D-E2A0-4290-BD4E-942B746C3B0D";"International Information Management Association"
"3CDAD67C-DEF6-4F3E-8EDB-B00D4985EC13";"Volk Verlag Mûchen"
"3CDB2120-87BB-4E00-8F27-850A9ECC9287";"Biologisk institutt"
"3CE3E623-2B49-46D1-9830-E8F37350FD2A";"Editions du Cerf - Librairie chrétienne en ligne"
"3CFD2685-95F5-4613-9B03-FB74B9F4D046";"Éditions de la Maison des sciences de l'homme"
"3D2966EC-6FDC-4CB0-B6CB-A77CD6AE694F";"Welsh Academic Press"
"3D30AFF5-40A0-466B-86EF-12CF8C3BCC45";"North Eastern Linguistic Society"
"3D3A79CD-6656-462C-BC1D-B2888C95FB1A";"Parmenides Publishing"
"3D4159ED-AD86-4B1A-B199-E14ECCB4FE49";"Canadian Physiotherapy Association (CPA)"
"3D4B8590-F442-48B9-B2CF-252DCD688C96";"International Tunnelling Association"
"3D6A756C-78DB-472E-BC93-292BDF2886C9";"Sykehuset Telemark HF"
"3DAE2DFB-1723-4B87-82E5-E2AD941C6464";"Embla Akademisk"
"3DC03103-D669-402E-B8F4-934F36069280";"Bucknell University Press"
"3DDE9A03-C359-45B3-9C26-A2AB7FD693AF";"Myers Education Press (MEP)"
"3DF62E9F-DE56-4640-99E9-FA503F4BE0D8";"Lettres Modernes Minard"
"3E0A0C8C-F180-40E7-9710-8D688446DA80";"BIS Oldenburg"
"3E0E94C9-3E1B-4A9F-BB44-965ADE719545";"University of Hertfordshire"
"3E123508-5EF3-47E0-88C5-FC69EAAB8D0D";"Artos & Norma"
"3E3A4FC6-A6AE-4AAB-8721-E38FCC104A38";"Bernstein-Verlag Gbr"
"3E444386-BE6B-48A9-9030-369D21BCAAF9";"Duquesne University Press"
"3E96DAF9-B186-4D32-A009-CDFED451F6F7";"Silvana Editoriale"
"3E9EBC68-B428-4A8B-884C-3681B11C250F";"Society for the study of amphibians and reptiles"
"3EAC10F5-A918-4100-9285-0F47C5A57DD9";"MayFlyBooks"
"3EB27837-6DBF-45CB-A9E0-AE395D93EC12";"E. Schweizerbart'sche Verlagsbuchhandlung"
"3ED367D3-A044-4ACF-ADD0-86C4F2A2C289";"Oslo universitetssykehus HF"
"3EDF05F9-ACC2-42B9-BBC5-70202A342B0E";"ICWE GmbH"
"3F02BA43-4564-436D-841B-F4D79CBF7121";"Voltaire Foundation"
"3F29AE02-FB36-4404-80E7-B6996147C819";"NVC Nordens Välfärdcenter / Nordic Centre for Welfare and Social Issues"
"3F465DA2-BA7F-4D87-B88A-DFA8A84A4716";"Akilles forlag"
"3F5ABF4D-70FD-4619-997F-61F1A3A38228";"Tudor Educational"
"3F7089BD-BDFA-47A5-800F-B6BE55F070A4";"Bardwell Press"
"3F71ECFE-27F2-43E2-A569-82080D6C765E";"RoutledgeCurzon"
"3F7DF94C-6168-4912-8C71-E9C3D823DA3F";"Delft University Press"
"3F7F2B80-09BA-49DD-A24A-1FC7748C5CC6";"Ares Forlag AS"
"3F87F647-24C8-43BB-AC32-18C41C07A56E";"University of Rajasthan"
"3F930C2B-BA60-4723-98C7-B8F9064FF74C";"Vestnik Barents-tsentra MGPU"
"3FA73BAB-94B5-492E-A259-3744D5AF714E";"The Academy of Marketing Science"
"3FB539B1-AC39-4224-B90F-CD21F06F0E10";"Société royale de numismatique de Belgique"
"3FC3E728-945A-467E-9403-C19F9CBD3ED7";"Institute for Graeco-Oriental and African Studies"
"3FD54CCF-5026-44AA-8BA1-959392FC1672";"Ellerströms förlag"
"3FF1B38D-A652-4B5D-B0AC-CCB29B11122D";"Scrivener Publishing"
"4014E7F5-0438-4490-B3B9-AF92F72598EE";"Piper Verlag"
"4029FB7E-7AC0-465E-B0C0-8FF0CD932D02";"Proscenium Press"
"40357406-08B4-4149-971B-62C6F8B20313";"McGill-Queen's University Press"
"405C36DE-318E-4E0D-9A96-5C9BCA5C65AE";"Central European University Press"
"406A34DE-21C6-4147-9B14-69DCF125B69C";"Aracne editrice"
"407F4805-972D-46B0-9AD5-A177290B53F4";"S. Karger"
"408C2B9D-563D-410C-8007-57EF91942ABD";"ISCRAM Association"
"40995C2E-1CB7-43A0-A1DE-9E50351F63C7";"Centre d'Études du XIXe siècle Joseph Sable"
"40A80933-1762-4A7E-889C-4AFD0B7ABAB8";"Science History Publications Ltd."
"40AF51A2-96E5-4D8A-A4D0-335D38F8542D";"Verlag Julius Klinkhardt"
"40E5936D-DE07-4CA3-B950-BB3723D03DA3";"Intellect Ltd."
"40ECB384-6B07-4A02-8290-8E325494BEB1";"Meckler Pub."
"40EFAC85-0481-4F25-9464-5DD54150CAEF";"Alfred Kröner"
"40F22928-DC48-451D-89F4-2F5B1D5CAD97";"Koninklijke vlaamse academie van Belgie voor Wetenschappen en kunsten"
"40FA7BC5-E71A-424B-B815-CE093AAFE6CC";"Australian Computer Society"
"40FBCA22-D768-44EC-9ED0-24E2F181F910";"Kulturverlag Kadmos"
"4114979B-096C-4A34-9469-1EE70FB3A7F3";"Dept. of Educational Sciences"
"413148B8-0860-48D7-89F7-2E3AB7716506";"Institute of Jewish Affairs"
"417AAB66-4614-4FD5-954C-07FD1C94C4BE";"University of Otago"
"4182BFE0-71E0-4395-99D6-2FE1F31DBA6B";"Wydawnictwo Naukowe Uniwersytetu im. Adama Mickiewicza"
"4184F5BC-6CB2-40C0-AB02-9DF7896DE321";"NORCE Norwegian Research Centre"
"41883300-5B16-49CE-957C-531F91527865";"Dreyer Forlag A/S"
"41A30AB1-385A-4A96-ACE7-1BE24A4E78B8";"Viella"
"41BF7D13-34CD-47CA-8338-ECE556B1C63F";"Bollati Boringhieri"
"41C45AEC-C667-4F41-806C-306C23F3FC51";"National Defence Industry Press"
"41C59343-1CC6-4A08-88A4-C0E0613740B5";"Reaktion Books"
"41C93A71-6141-426C-8EEB-BA9D92F444B1";"Mohr Siebeck"
"41D5198B-F238-4C23-A866-8ACC9328B592";"Flammarion"
"41E4DA94-1E8C-4838-8E92-11689CFE3913";"Norsk institutt for vannforskning"
"41E702D1-6EC3-4D04-A270-0CDF359942DA";"Dinamo Forlag"
"41EFA612-679E-451D-911D-B2EC89EC22EF";"Red dot"
"41F75F78-0BDA-403A-B527-1D14C0E34F7E";"ISSN Portal"
"41FC81E1-019C-4B7E-96E3-C46C82D69F39";"Island Press"
"42104AE8-93F3-45BC-A3E4-1209EF251A8C";"Humana Press"
"4226C85A-4D61-40C5-A389-A7FD7E0F7789";"Forlaget Paul Moxnes"
"4229FC9E-EB25-4AA1-806E-15E83A4F56B6";"Karnov Group Denmark AS"
"422FEE5C-7228-410C-8C9B-76BAF409CAA8";"Rocky Mountain Mathematics Consortium"
"4263A0A9-F544-45E5-AF37-ECA32D48F91A";"Bonnier"
"42712B21-5FC0-4DCC-BDEB-267F4DD5A494";"Dundee University Press Ltd"
"427DF737-F034-4D21-BB88-5C591B751973";"Marie Curie Sklodowska University Press (MCSU Press)"
"428F8F19-5A63-4B43-972D-D476D41262A5";"Vigmostad & Bjørke"
"4290B713-AD3E-43BB-8D8D-1EFA41780654";"Pied Piper Publishing"
"42997513-9974-48C2-A9A6-6AE1AC1F908D";"NIFU Nordisk institutt for studier av innovasjon, forskning og utdanning"
"42A87AE6-E7C2-4E22-B0D9-43E44969F6F3";"LIT Verlag"
"42D5B7DA-FE50-45DA-AC32-AF10122A7212";"Corwin Press"
"42D8D967-9C98-4B6A-A15E-988F002DF8B3";"The American University in Cairo Press"
"42E47345-6D0A-4588-B313-250D91443A91";"Althouse Press"
"42F4228F-3A73-4A92-B619-753CEA26DC2D";"Södertörns Högskola"
"43022C97-1A7B-4281-8491-14A07BE482DE";"Bärenreiter Verlag"
"4312C3E8-3E15-4E74-B187-C69813A92B5F";"Deutsche Mathematiker-Vereinigung"
"431B2E11-C31A-4CAF-A06E-3EFFEEF26B32";"Cierre Edizioni"
"43209AD7-4534-4347-82C5-49F6B6D4B49A";"ETC Press"
"4324AD56-650D-46C3-AE67-C505FF74C9D6";"Medströms Bokförlag"
"4326D27B-0F5D-4A58-99FE-2461E02F3857";"Irish Academic Press"
"434DCDAC-E03F-41AB-A09A-AA96D58B31B2";"American Printing History Association"
"43526F99-0F02-4967-8D78-D0CEE6C3095F";"Canadian Society for Italian Studies"
"43671635-1A54-40B3-BD1B-F837A56C9304";"Flamme forlag"
"43880CB8-2568-46AF-82AA-2F55AB556194";"Nordisk selskap for strålevern (NSFS)"
"439A6971-8270-4727-AB35-B40C9C5C04B0";"University of Illinois Press"
"43A7AE98-7551-454D-8FB3-5E7504415FDB";"UCL Press"
"43B3B46F-BF78-4F39-A54A-212E7DB66415";"Societat Catalana d'Història de la Ciència i de la Tècnica"
"441E5044-7E1C-4FD3-8CD2-40FA31320E86";"New Welsh Review"
"44662090-F09E-47DC-98AE-62CA5061076C";"Ontos Verlag"
"44669032-8350-4EF8-BD8D-D474DF6A6B50";"Centrum Europejskie Uniwersytetu Warszawskiego"
"446AE0EC-FF83-4CA2-8AF6-1BCA499C5736";"Multi-Science Publishing"
"4475A0EC-C69E-4D20-9051-7B87D6F49338";"Department of English, Bowling Green State University"
"447CF4C7-DA45-4848-B106-1F2DB0F39DE0";"University of Iceland Press"
"44A8B0B3-0990-4AAE-8560-C7316EB727B1";"Nodus Publikationen"
"44C6ACF5-E2E1-4D59-9FA8-4A33F614C9AA";"Metropol Verlag"
"44C9A0B8-C328-4BA0-9649-CD5C419E0B99";"Witwatersrand University Press"
"44E84C0F-A6ED-47BD-81FA-0D4DB7B59476";"Toronto South Asian Review"
"44F3EEE0-40E0-4EEE-86AE-1C536281CDB1";"Department of Ethnomusicology"
"44FCCAF7-2A8B-4F35-AB01-0DBFAB6919C0";"Flux forlag"
"44FDBA6D-201A-49F0-8E63-0748C2415D79";"Pro-Ed"
"45059B78-2E44-4999-8C45-AE945E60015F";"Editura Hecate"
"4538BEC2-6654-4E66-A7C1-4446EB491959";"Edizioni di Storia e Letteratura"
"45409903-55E1-4791-8A0B-74B3F9418F88";"Nordic Association of Agricultural Scientists"
"455883BD-CB76-4485-8ED0-74E4DC7A3F24";"Skolska knjiga"
"455B9B15-2F37-45CB-9723-23648DEEF825";"INDIS Planning, design, construction and building renewal"
"4593E008-C4B0-4065-859E-D9BDBC50A6EB";"Pabst Science Publishers"
"4596034A-2583-4393-9874-BD79808E6519";"Wigestrand Forlag AS"
"459B6896-E68D-43E2-A365-55523A6F69AF";"Seikyusha"
"45C0867F-C419-42F4-ACE2-576DF25EEDC4";"Walker Art Center Publications"
"45ED2142-34D5-4EED-AB59-F8BF7EA1EED1";"United States Institute of Peace Press"
"45F6EFB3-EF3B-40BC-B789-D200E36C352B";"Vallentine-Mitchell Publishers"
"45FB4013-C75F-406E-A3AE-AD495CD0280C";"Rosenberg & Sellier"
"4602F71D-7C46-4BCB-A41C-452A7C5776CC";"Peter Lang Publishing Group"
"46179819-22E1-4FCF-8DE9-DF023BFB538B";"RCOG Press"
"461EFAAB-F822-41C9-BFCD-02F33939D1CF";"De Luca"
"466AF200-B227-4C3F-844B-9D508871F8EB";"CQ Press"
"46891AAF-D898-410A-88C4-F4066CF263CA";"NTNU Samfunnsforskning"
"4693CCFC-D1B5-4B75-ABC6-E9E4274A15E3";"Univerzita Komenského v Bratislave, Jesseniova Lekárska fakulta v Martine, Slovenská republika"
"4695F92F-937F-4BEB-B49F-80B30E63088C";"The Cactus and Succulent Society of America"
"46B4FC52-7F5B-4161-BEB2-48E903951186";"Verlag für Regionalgeschichte"
"46BED634-8CAE-491D-A94A-8F558E51A6C9";"Cold Spring Harbor Laboratory Press (CSHL)"
"46E7795A-BF14-45BF-B9E1-210C83339B43";"REFLEKS-Publishing"
"46FDA0B6-D9F4-4070-97A9-2DE242C8116C";"Norsk Pressehistorisk Forening"
"472329A1-ECCE-4081-88D5-509F7C320669";"KvaN"
"47482594-9BF7-44FE-90EB-B08388311BCA";"Himal Books"
"476360BD-9464-4CF0-9DB8-48B1DF06B42D";"Pennsylvania State University Press"
"47641CC4-5529-48C6-8CD5-92EE2F92CE37";"Marsilio"
"47708E85-C003-4AB8-B038-9FF1CD0A60A3";"Tun Forlag AS"
"4783553A-9EF8-4394-BD05-8F5D44DF3DCA";"Society of Christian Ethics"
"479BDE7E-0854-4D39-B270-CD05F82E583F";"Transducers Research Foundations"
"47AB94E6-EA0F-4E61-AF02-E8EE40EE558E";"Wayne State University Press"
"47BD86E7-8FC1-479D-A4F6-7FA703B6A43D";"Troubador Publishing Ltd"
"47BE8DC1-B5FC-431A-B438-AD02DEA7D5F1";"World Scientific and Engineering Academy and Society (WSEAS)"
"47C2FA0A-7B78-4691-8073-4A19925CFC84";"The Institut français des relations internationals"
"47D28967-A9C6-4ED7-8742-E85FFD087DF8";"Presses Universitaires d'Aix, Marseille (PUAM)"
"47E2F9B7-BC03-45C6-9062-CE46393AAF03";"Jazyki slavjanskoj kul'tury"
"47EBEF91-FC80-4504-8F24-C3897E1EACAD";"ETH Zurich"
"47FAD6F9-FF4B-4B66-8EA9-B18B4A47942D";"Belarusian State Technological University Press"
"4820FBC5-E52A-44A7-A338-727A9BA3080D";"Aldring og helse"
"4824F4FF-C97C-4A86-B81B-98E65698C932";"American Association of Public Health Dentists"
"482D8DA6-968E-4AB0-965F-42FC525BE30C";"Edizioni Quasar"
"48354746-C296-491C-AAC7-20532CF619C9";"Istituto Italiano di Studi Germanici"
"4846DDE9-7A4D-4BF8-8B8C-0DF9C977FA5E";"Alpha Science"
"4871DCF7-43A9-46B7-BBD2-5A8E15253D6A";"BWV - Berliner Wissenschafts-Verlag"
"488F2DE2-AB8B-48A9-88DB-298C4B9C6364";"Edition vulpes"
"48961719-BBA7-4A06-B140-29F7E2DF2021";"University of Georgia Press"
"48A77EB2-3300-4B76-B0E6-ACF1895FA2D5";"Gyldendal Akademisk"
"48B1BE45-E37E-4FC8-A906-1F99A5397D93";"Singapore University Press"
"48BAFC9A-8CD0-446F-890C-8F1B69325E31";"VUB Press"
"48CDA5A8-8D13-4190-A25B-82D66D8880F9";"Synchron Wissenschaftsverlag der Autoren"
"48DB1C4B-EFCD-48F5-B784-D8904043BA11";"Samfundslitteratur"
"48E52853-352E-4474-841D-A318C65B20F1";"Penguin Classics"
"4902BABC-FF40-4121-A1BA-BA35665433F8";"FDI World Dental Press Ltd."
"491E0DBB-2029-45B5-B56F-EA342B5F5B3B";"Irish Accounting and Finance Association"
"492492BD-5A11-4F2E-A419-3514BB663DA0";"TUDpress"
"493876C1-CC45-4F7F-BA56-7210383DDFCD";"Naval Institute Press"
"494E14F9-DD1E-4C98-B2EE-56F6F47F6D96";"Lund University Press"
"494ECFE5-2B58-4F1F-8F63-209A685DF49D";"Verlag Traugott Bautz"
"49897D15-FCBF-4F76-A7A4-76D98DB009B9";"FADL's Forlag a/s"
"498E1D96-7451-4843-8574-7B313BB89488";"IAWIS / AIRTI"
"498F2640-2981-419B-831B-BD6FDE57A0EF";"Universitätsverlag Hildesheim"
"49E65A7F-3B48-4A94-B314-AE7CC9A09A5E";"Japan Institute of Navigation"
"4A0591F7-E3FB-418A-B61D-43A7F251E185";"Projekt Verlag - Verlag für Wissenschaft und Kultur"
"4A0FAC2A-92D1-4859-BC8D-B429177F8173";"Libri Publishing"
"4A2754FB-E473-49C0-B270-23D640A333AF";"Prensas Universitarias Universidad de Zaragoza"
"4A46F8C5-D30A-4521-9DA4-D6DBF7CA4508";"King's College Publications"
"4A5A8840-4050-44D1-B8FC-04C3F92E1A0A";"Nansen Senter for Miljø og Fjernmåling (NERSC)"
"4A63A60F-969A-47A7-82F1-44562D1E863F";"Óbudai Egyetem"
"4A6DF436-3839-43FC-B2E9-FB8375CFE229";"DJØF Forlag"
"4A765695-7115-4714-8FD2-3554A05BFF4F";"Oficyna Naukowa"
"4A848187-68C1-4365-998E-97E268DF84E4";"University Press of Florida"
"4A8B2301-4A6E-4C15-A995-E74F210AEEC3";"Hogrefe & Huber Publishers"
"4A98C10C-5FBB-4636-AD8B-4C73EA49B73C";"UTB Verlag"
"4AA027A2-698F-4B6A-BFB9-6032CA21DE19";"Christian Ejlers´s Forlag"
"4AA89494-5CC8-4D3D-B997-52557252BF0D";"BioMed Central (BMC)"
"4AA9109E-7CA3-436C-A1BE-C3E142049297";"Brigham Young University"
"4AB079AD-EE38-4885-942D-9903BB1C94C0";"Shetland Heritage Publications"
"4AE96884-80CA-4A32-BDB8-1C37B3F31512";"Science Press"
"4AEDDBAE-EBD7-4737-ABF4-D450EA32A0CA";"Formatex Research Center"
"4AF5F139-A9CC-4E39-871D-601F4393EA1C";"Duncker & Humblot"
"4AF6AEF1-A32F-40E4-B873-5967CE1454D9";"Dom stampe DD"
"4B153189-61EB-4224-B7BF-F2C3F2BF3BEF";"The Geological Association of Canada"
"4B20E135-3F85-458C-822A-36926E4C829B";"Campus Verlag"
"4B344DEA-C3BC-4DCC-93D5-9472BC866FC0";"Rowman & Littlefield Publishers"
"4B48A83D-B3C5-464E-8246-29F5B4361A3E";"Ichiyo-sha"
"4B4A7BBA-901E-4B15-A0F3-6A784121D2D8";"KIT Publishers"
"4B4C3F69-9017-4712-9923-62B9E50B00B7";"Valancourt Books"
"4B637D0C-C177-4706-ABFE-8E8B97B8BED8";"The Mathematical Association of America"
"4B6A922B-E17C-408A-84A5-56C0CB708BDB";"WISU Verlag Aachen"
"4B6DB928-1E72-4718-A567-D65E7B4C9ED3";"Anthem Press"
"4B7880A3-545F-4C2A-BDF2-01A3F10AEED8";"Lannoo Publishing Group"
"4B7D6B4C-C5A2-4BDD-904B-213B7595C9CE";"Multivers"
"4B834634-8F86-4316-8512-3253CB2B23E8";"Society of Synthetic Organic Chemistry, Japan"
"4BC62F1C-EDE6-46C1-85E5-D62F832FE238";"Deutscher Kunstverlag"
"4BCCD222-8173-4DFA-A1E8-CBF7D2D99BDF";"Hayward Medical Communications"
"4BE38C44-D73A-4420-AB05-D0C9993C60D7";"Norsk senter for barneforskning (Noseb)"
"4C0ED8B2-6898-411B-AED4-A40DB132F135";"University of Oulu"
"4C14271F-934B-44F5-AB67-433A1F59542E";"Council for the Development of Social Science Research in Africa (CODESIRA)"
"4C4862D5-6A4E-4ABD-8865-C1E177EC9617";"Icfai University Press"
"4C4F10DE-3BB5-4454-A713-90351D6BC751";"Editorial Antropofagia"
"4C9175E2-B320-498C-86B7-A4FC08745F97";"Norsk Maritimt Museum"
"4C937549-E1BA-4B87-81D8-B8FD75A61168";"Institute of Physics and Engineering in Medicine"
"4C97A10B-461E-4A5B-B5F0-6FF417E18117";"Editorial Committee of the Journal of Roman Archaeology"
"4CA0EA1A-0907-4414-8B25-46158FDCE7FA";"Neofelis Verlag"
"4CB23931-A692-4308-8C55-7007AC63CE94";"Larcier"
"4CB29E91-5A72-4610-B08C-0D3555D1F539";"Academia Verlag"
"4CB9EFC7-DB2F-47FC-8B95-A2BE56173004";"Verlag Vorwerk 8"
"4CBB7116-3CE3-46FA-A036-224048115E8B";"Herbert von Halem Verlag"
"4CBE836E-BD9F-4315-AF06-E8C6D470CFC6";"7Letras"
"4CD4FCB6-496D-454D-ACEA-150F6521152D";"Oxford Reports on International Law"
"4CF94623-EBF1-4D00-ADD7-85266E86C9B9";"British Institute of International and Comparative Law"
"4D31BB69-E592-4FC9-88E6-4894D05F05B6";"Radiotelevisione italiana"
"4D5C3987-8684-45B8-BD17-698BD71B129F";"Ingleside-Ashby"
"4D8B82A6-E60D-4FED-9345-C480C5C1919B";"Presses de l'Université Paris-Sorbonne"
"4DC42A85-7353-4A3B-B3D5-11D437415F94";"Psykologisk Forlag"
"4DE6EBD4-6211-4D1F-82EE-DD704EBAEDFD";"Brookings Institution Press"
"4DEF3F57-449D-4243-8640-56AC89B9C6C7";"Performativity in education: an international collection of ethnographic research on learners' experiences"
"4E28C7F7-7851-4017-8656-94FA1A921528";"Verbum Akademisk"
"4E2B592D-B6DC-4748-972E-9DE352594C0A";"KITLV Press"
"4E568A11-B41A-40AF-BF81-F9A54F5A6F56";"Baker Academic"
"4E58AEC0-3CD4-46C7-AA01-A733FFAAF2E4";"Forlaget Spring"
"4E70012B-3E02-4295-84C2-760FF7D142D4";"Tampere University of Technology"
"4E776640-1B41-4BD5-B8AC-BCB348553EC3";"Hrvatska sveucilisna naklada"
"4E79FE01-83A2-46C9-8CD6-43D321C36960";"Mineralogical Society of America"
"4E83D295-CE57-459D-AD23-A8BF0F81EA05";"Canadian Scholars' Press Inc."
"4E9484F7-8FE1-48DD-987F-5FB6DFC7E739";"AV-Verlag F. Fischer"
"4EBF6B1F-BA80-48B0-AD07-34547D33863E";"Coisceim"
"4EC2A0E4-00CB-4B3C-B135-D7506C46782B";"IM Publications"
"4EC874C7-B9BB-436F-B1D4-6C58660A62E9";"Magnolia Press"
"4ED9E934-5E00-4853-AF41-44601C05F30A";"Gads Forlag"
"4EE891ED-1640-4470-AF80-C0D88242023C";"Aschehoug & Co"
"4EF4226A-79B0-4BC0-9414-E7481F7C8887";"Kommunikasjonsforlaget"
"4EF6CD34-FCB7-4003-A58A-8FAF45A98CE1";"European Community on Computional Methods in Applied Sciences (ECCOMAS)"
"4EFC9CCA-0525-4779-9A8F-C8FF866A6947";"Klim"
"4F11D15F-3765-489B-B475-CA17B5F859D5";"V&R Unipress"
"4F1224EE-F674-4FC8-8A5E-B8217A0AB38D";"Institution of Engineering and Technology (IET)"
"4F2E47B6-D791-4814-B86B-A84240D4F906";"University of Latvia Press"
"4F359937-B63E-4375-BC72-35EAAE7DFE84";"Facet Publishing"
"4F3BB0A3-BBAC-42C3-84C6-D256A1056D74";"Amsterdam University Press"
"4F4A14C7-384E-4F2A-8E14-D60276D0B187";"RC33 Logic and Methodology in Sociology"
"4F515B34-21B4-42F3-947B-F1C4CA968F85";"DGLR-Bericht"
"4F5B0A76-057C-4936-9DC1-9AC11ABE0052";"DOBU-Verlag"
"4F6860A0-7CAE-4A21-A527-54C5F18A46DD";"American Marketing Association"
"4F69385E-C058-4E2D-A281-62948621AD60";"Badia Greca di Grottaferrata"
"4F7C13C1-3102-42D3-AC88-F75B4C5C3DCE";"Trafo Verlag"
"4FB5974F-709F-4C1F-AD44-0D91E0984A08";"Analytic Press"
"4FBF5482-94B4-4851-BA65-C30246AC00FA";"Steidl Verlag"
"5007CD5A-3BA0-4EC6-ADDC-FB4F95F8763E";"King Saud University"
"501638D9-5B0F-426D-ABDC-1DC8A26E7CC8";"Institute of Navigation"
"501689BA-1D92-4E77-83C8-D87812BF539B";"University Press of Mississippi"
"502612F3-2EB1-4A37-95A8-2AA2F21A569F";"Actuarial and Financial Mathematics Conference"
"504A908C-0634-4732-90E7-B7C5803DDD75";"WIP Renewable Energies"
"50549CDE-4192-4019-B34A-23CDCD5DF0C3";"National Association for Music Education"
"505D97B4-BB25-45E9-A1C0-91B4EB6CC311";"Guilford Publications"
"5070AEF0-3449-4869-94CD-00F902A08A7D";"University of Louisville"
"507879DF-4BB8-4339-AFC6-005615E2EDD8";"Nordic nuclear safety research (NKS)"
"50830125-784F-4210-A58E-AC8CE557766D";"Felix Meiner Verlag"
"50850D0F-A64A-48B6-ABAC-B18924C3F829";"International Annual EurOMA Conference"
"50D62F42-8344-4026-AB01-3A8748E6BA28";"UTET"
"50E8BC43-E9AC-4319-9304-ADA3A3151069";"EthnoExpert Co. Ltd"
"50EEB985-E674-491C-83EE-58611274B629";"Istituto Geografico Mifitare"
"51003D77-0E75-4DA8-9F44-1B31E9E4F793";"Brill|Nijhoff"
"51255311-DB17-4D68-A755-699665A8FEFC";"Impuls"
"5126177D-C8D6-4D5D-8A0C-C7B221007471";"Narendra Publishing House"
"5143E19C-D2F9-43AA-8112-B7437DFAAFEC";"International Academy for Production Engineering"
"5144F775-D6B8-417F-A8D0-5CBAB4D7A274";"Siirtolaisuusinstituutti"
"51576C44-1600-4785-BB76-80A03E6E265F";"HAAGA-HELIA University of Applied Sciences"
"517BE347-3FED-4617-81B4-C9B5C7C999A7";"European Mathematical Society (EMS) Press"
"517D4F8F-AF83-4062-82FA-254E8A87D7D8";"Association for Computing Machinery (ACM)"
"51E4622D-EAEC-4972-B644-E9C1C12A6642";"South North Centre for Peacebuilding"
"51F7E47D-4F91-43C7-AD83-190F61BA57B9";"Ökom Verlag"
"522107B5-E41A-4A4A-A176-BC8E0327E558";"Karl Dietz Verlag"
"523AC02A-E324-4806-8D81-DA169391B2B7";"Research Studies Press"
"5245EBE9-82E9-4305-BDDC-1EAF1B2F9C78";"Tervix AB"
"524E0F84-2926-4C54-B1F6-07949D917225";"Le monnier universita"
"52AA3F19-8D28-4B2B-A62E-F799D66D4D84";"Institut de Recherche et Coordination Acoustique/Musique"
"52B20429-7D63-48B4-86A9-DA13EC527A49";"Avinus Verlag"
"52C3AF52-C201-4BD1-A892-0DD0FC58F73A";"Findlay Publications"
"52D21684-EAEE-4135-8596-897B3B120CC9";"Paulist Press"
"52FDA6DB-C80B-482D-963B-4062500C1AF6";"Verlag Dr. Köster"
"534756DD-F9D1-49A3-9A5F-F164487A263B";"Institut national de l'audiovisuel"
"537C38C6-DC18-48E5-9A40-E4AAB81F56AD";"Religionspädagogisches Institut Loccum"
"53A38542-B727-48B9-A67F-60D0A699375C";"Diaphanes Verlag"
"53A719E0-6516-4148-976C-7C89B04DA1BF";"Allen & Unwin"
"53B9835E-B710-4158-AD3D-99B50E7094ED";"Tammi"
"53CDB864-F5C5-4F7D-9468-D115A48B2CCB";"VS Verlag für Sozialwissenschaften"
"53D9B2EA-DAD8-4476-B982-B38A5355F9E2";"Nottingham University Press"
"53E0A3D8-0F32-427D-9D06-8686C0742BEA";"BIOS Scientific Publishers"
