"PID";"Original tittel"
"8E160980-FC64-4D31-9A58-14CBF17CE33F";"Syngress"
"8E1B4D14-6859-4CE2-A81A-CDBFD6578BCD";"Cambridge University Press"
"8E20262A-DA9A-403C-9294-E4B993CBD168";"Naklada Jesenski i Turk"
"8E530DC1-1299-481D-A546-A06A87CA9358";"Видавництво Львівської політехніки"
"8E5644FD-17E9-48A2-8834-A335E13CAA40";"The Costume Society"
"8E6898BB-3FA8-4B1F-852F-5D8F01FAA91B";"Carysfort Press"
"8E9117D0-545F-4775-95D7-9B03F27D685E";"Australian Society for Music Education"
"8EA00C1C-9B45-4124-88E4-D76F2A4EA2E9";"University of Calgary Press"
"8EB44B60-E602-49BA-8E38-64EA18EDFD52";"Center for International Business Education"
"8EEA2556-DFCE-4461-8F01-503202E9FB64";"Grada Publishing"
"8F060E5A-8894-4A00-A439-EBD7E87F227F";"World Conference on E-Learning in Corporate, Government, Healthcare & Higher Education"
"8F093395-F660-4D70-8C83-3C54882BDD29";"Sternberg Press"
"8F1B8FC3-B2DE-458C-A314-F9C13AABD77B";"TechConnect"
"8F4065C5-A895-4FEA-BC37-8BF684DC497A";"Saqi Books"
"8F4B52F5-CB08-4E02-82E9-4EC795E0DF92";"University Press of Colorado"
"8F4D3794-A047-4D1E-A783-8DDBE77E7A60";"Tiedotusopillinen yhdistys"
"8F53BD68-E331-410E-A51C-185021D5E1C0";"Librarie Philosophique J. Vrin"
"8F66B4FD-60C4-4A18-AED6-BE16BDC12851";"Academia Publishing House"
"8F7B112E-542A-4848-A38F-6858B9EF72A1";"Haskins Laboratories"
"8F80D764-99D0-41E4-A30A-6D76402B647D";"Livraria Bertrand"
"8FB1754B-A9F8-4442-999D-AE6CE2A355D1";"Éditions d'Organisation"
"8FB802AD-2C68-472B-90C5-8A5763833515";"Institutionen för utbildningsvetenskap, Lunds universitet"
"8FC88B76-2F11-4ED8-A27C-92FB5587FB53";"Lutheran University Press"
"9003D350-AFBE-43B8-8680-53F97F9FD37C";"Institute of Mediæval Music"
"90109617-B2EC-4EB7-BFFE-C1758EB94CD1";"Springer-Verlag Tokyo Inc."
"9010CD23-1356-4395-AF86-61B397F98C67";"Information Access Company"
"9022C9B1-963A-4F4A-96A6-4BA435FFF70F";"Örebro Universitet"
"9024B3FE-AA99-49E6-8CA4-C16C4B8EAD57";"University of Pittsburgh Press"
"9030B2BD-35EC-4DC9-97B8-2EE02714D722";"Research Institute on Christianity in Sourth Africa"
"90552B43-CDA2-4101-A1CF-D197CC3DE139";"Carl Heymanns Verlag"
"90668074-A233-4144-8035-BD2FD6E3D644";"World Bank"
"9069F6F4-092B-4FB4-8E3D-B6C8B66518F9";"Publishing House Anatolya"
"906AF015-43F8-4107-9BF5-EC84F7BB709D";"Novoe Literaturnoe Obozrenie"
"9085EF77-A539-42B1-8B77-B316B12E9652";"Transaction Publishers"
"908E9409-1A0D-4A4C-BD4A-23606FD70B36";"Angelica forlag"
"90945F8E-F91C-4A2C-9D73-1F10A1C747B2";"Editions des Archives Contemporaines"
"90B03C9C-9A05-44B7-8D2E-85F73F212DEE";"Republic of Letters Publishing"
"90B4F068-34CA-4BE4-80EF-24E53A5B959B";"New Academic Press"
"90C68212-07BF-4F4E-80D4-5F67CF7D7ED6";"Scriptor"
"90CDB985-BA97-4CF1-825D-5112488FB05A";"東京大学出版会　(Tokyo Daigaku Shuppankai)"
"90CDED6A-0F4E-472F-9041-3656EE83E2FC";"John Wiley & Sons"
"90D22ADA-45F5-42F5-9A70-EE662AA702AF";"Bibliopolis"
"90D3FC0C-4249-43F6-A3A1-391BF0F47A0C";"Časnik Finance"
"90EFBBE0-F48F-4823-9DC9-B51C4235F3B9";"Ute Hempen Verlag"
"90F4E1C1-3625-41EB-BFCE-72C95A541A93";"Dalkey Archive Press"
"90FFA1A7-487D-4CAD-813E-0A1EB5DD3CEF";"Berghahn Books"
"910F2467-9BEF-4C2D-BB61-B50690F2A4E1";"Camden House"
"910FEEC5-4E85-4051-9594-15F90FE55903";"Athens Institute for Education and Research (ATINER)"
"9138BC88-64D4-4BE3-88FA-8D5EBEB39EFB";"Pyatigorsk State Linguistic University Publishing House"
"9149BDE5-D308-4881-82C1-2C548A6BCC29";"DEM"
"916836A0-D968-43A5-BE2E-D5972CD71ABA";"J.M. Stenersens Forlag AS"
"916D337E-6194-4B49-B00F-8B08E623CCA4";"Editorial de la Universidad de Granada (EUG)"
"918A77EE-939F-4D6C-A141-61B63FF5B191";"The American Society of Mechanical Engineers (ASME)"
"91AE4C8D-4DD3-41FA-94EB-EC0E6A3FDA15";"Methuen"
"91B75DDB-5814-46D1-AC7D-D7D30AE4B17D";"Social Science Research Council"
"91C043A3-D279-4728-AB3C-690BDF545F35";"Wilfrid Laurier University Press"
"91C4B227-9C30-40B6-967B-A9F2C6CD38F7";"Azbukovnik"
"91CE8D38-5C23-4A97-A429-EDECBD8586B5";"Universitetet i Sørøst-Norge"
"91CE8D38-5C23-4A97-A429-EDECBD8586B5";"Universitetet i Sørøst-Norge/Universitetet i Søraust-Noreg"
"91E35397-D625-4576-A7E4-01B3E3C4AED1";"Heinemann"
"91F088AF-4ECB-41D1-BA70-899817ECE736";"Les Belles Lettres"
"91F2234D-BC1D-4344-B512-65CEB522BE2C";"ITACA - Universitat Politècnica de València, Spain"
"91F51284-32E6-457B-80A4-A52FE3CA33EF";"Birkhäuser Verlag"
"91F9AE51-5238-4BE3-8CF9-E1999C0C1CC1";"Pano Verlag"
"9205C78A-C07F-4320-AB81-183C8E255CD1";"Nationaal Herbarium Nederland"
"9210EAEC-68C7-4B0A-ABDA-F1435CF1D6B3";"Oficyna Wydawnicza Errata"
"9211E074-15BB-45C4-9ACE-8A18396ED804";"Gulf Professional Publishing"
"922690F6-0152-43C1-8883-8BA76F447FDF";"Institution of Mechanical Engineers"
"922AF4BE-36F7-4DC1-8EB4-9F1FF6046698";"Palmkrons"
"924F7339-0825-43B8-888F-C5587F75BE88";"Salmehistorisk Selskab"
"9272F5F9-F67B-4A20-AB84-C99EE696F659";"Cammermeyer A. Forlag"
"927A7231-FD90-463E-AF86-7C1675A9BBB9";"Chelsea House"
"9288185D-4138-4364-B8A1-5B308BF6F3FC";"Suomalainen Lakimiesyhdistys"
"9292D769-36CB-435E-92BF-4738F3919F06";"Past Imperfect ARC Humanities Press"
"9298193A-A9E6-493C-A25B-71A3DD480788";"Iustus förlag"
"92AF567F-5A45-4D79-9401-7C83BB3BF154";"Channel View Publications"
"92D2A4D0-6404-4A31-A160-BA3E5DC1C1C2";"Beech Stave Press"
"92E48395-CBA2-433A-B40B-D4BC60BA76E6";"Rossi Smith Academic Publishing"
"92ED8B67-3132-4FEE-98E2-A080156BB654";"Sellier European Law Publishers"
"92F0E7B9-5304-4CB6-8F11-07BC90B5B923";"Billesø & Baltzer"
"93009B32-4789-47CE-A34B-389C44675F5B";"International Speech Communication Association"
"9305670E-DED5-400F-8A8A-9D943218DF84";"Gredos"
"9316C246-564D-4047-9FAE-B5DB7004BED1";"Orbis Books"
"93263CEA-3321-4FC4-B3BA-725865626860";"United Press Global"
"9365FAA2-F173-4A19-A32A-1BD7B5346FE9";"Institution of Electrical Engineers of Japan (IEEJ)"
"937372C8-CC76-4055-840E-E719CF349963";"Crossway Academic"
"938F881D-A8A8-4C71-90F0-BC3D7407CBA3";"SAGE Publications India"
"939B3F42-1D03-4BED-A4BD-0BB2FE6145FE";"Lakehead University Press"
"939F3B1F-883F-4D6E-A96E-EC67DA72A432";"University of Cambridge, Institute for Manufacturing"
"93AA2231-3C6E-4B0F-A8CF-739D9A9B0DDE";"University of Tulsa"
"93B8AE50-483F-413C-B9AC-E8039E546A69";"Demos. Centre for Democracy and Human Rights Studies"
"93DAFEC5-6D64-4B9D-A88A-71EEE21A1AFF";"Allied Publishers Group"
"93E3B65C-6DDF-4562-BA2F-C5EC533DDD9D";"E&D Vision Publishing"
"93EC4AC9-1F9A-41D9-9636-3C7088CDB8B9";"Baifukan"
"941391DC-0D56-4CC6-99C9-656562DB7EB3";"Theatre Research Institute, Ohio State University"
"941463E5-0356-4E68-B00A-68ADBD3EF965";"Mel Bay"
"9416E7EF-00A3-426D-927E-C0EE0EE5EFF9";"American Association of Teachers of Spanish and Portuguese"
"944351B3-DC14-4F62-9939-7A2793D6F0B1";"Natur och kultur"
"949C0B18-07B7-4C15-9D75-8595F549171E";"Bruylant"
"94A8E09E-865D-44AC-B77B-8833CAFE7F73";"Jimoondang"
"94B44AD2-8A0A-41D5-A4F6-4670F2281C23";"Wuhan University of Technology Press"
"94BFA0E9-57DA-4F7F-B1AB-A78F03A25C13";"Royal Society of Chemistry (RSC)"
"94E3075F-1B8C-461D-9BF3-78DB1C67381F";"Random House, Inc."
"94EF482C-0E43-4275-A8F0-157A6CCBFED3";"The Institute for Computer Sciences, Social Informatics and Telecommunications Engineering (ICST)"
"94F698D8-ECFF-4C15-86E1-F793370EE5AC";"Modern Humanities Research Association"
"94FD6DE7-5C03-4B86-8D35-3D4F6A0AA2C7";"Det Norske Videnskaps-Akademi"
"94FE7BCC-495D-4E8A-B2D4-971C235A1B16";"Seoul National University Press"
"94FE90DF-1144-4A54-BE6A-F9B8B77DD0DF";"Accademia della Crusca"
"95340A8D-2046-4A2A-8EA4-8925FC4939BE";"British Museum Press"
"954B2E60-8BD3-43F7-B521-CDDC773BDACC";"Brathay Hall"
"95616B3C-89E8-4C94-8FE6-6088C7968A33";"OpenProceedings"
"957F394D-62DA-4584-A0CC-4F4A0A71B59C";"VID vitenskapelige høgskole"
"95909E8B-9CD7-4933-978E-A04B4CC17092";"John Libbey Publishing"
"95A80EA7-C296-4E6F-8EF6-245041846FA2";"Special Interest Group on Discourse and Dialogue (SIGdial)"
"95ABFBE9-F60A-4A8A-96F3-81572BB19BA1";"Australasian Universities Language"
"95C47604-7F36-402B-BF3E-F6AB1CC232A4";"F. Davey"
"95CB0C00-6D06-4396-8BAB-E63B119A666B";"lumen vitae"
"9618E62D-0EC5-4CB0-B710-4486F30BE8AD";"Universidad de las Palmas de Gran Canaria"
"96284BFD-3582-4211-9E25-872FE634D86C";"Sheffield Phoenix Press"
"963F9D66-D0B9-4322-A27A-B756C4283E24";"Quality Press"
"96610ED5-8085-453B-A7B3-C998E912A1DA";"Thieme"
"9663B557-7F84-4D5B-95F0-7E2EEFD7D218";"Encyclopedia of Global Archaeology/Springer Verlag"
"96690695-53C8-4FC4-9359-5F1277F02081";"Editora Mundos Sociais"
"966978F0-7302-4205-932D-BE08E360E21A";"Bokförlaget Signum"
"96700470-0D66-4E48-83DD-6B32A1733FC7";"Teachers College Press"
"9675872E-A8E5-4AD6-883A-FB4BD42BACF2";"School of Arts, Griffith University"
"969912F2-58F8-4FD8-9CE8-70FC03215FB6";"Berlin Verlag"
"969DD129-09BB-4B64-90F2-DB74EE895E99";"SEE"
"96ADE929-74EB-458A-AD48-D911B8218DC4";"Reclam Verlag"
"96C65E63-DF87-4FEE-B0D8-98582C84B9F4";"MOM Éditions"
"96CD6E34-C10C-400B-A457-589C7F160844";"Warsaw University of Technology"
"96E7C156-AC33-4ED6-B65B-8B7913F188AB";"Park Books"
"9703AD2C-BEF1-46DD-BC9F-DCB3362B209B";"Witherbys Publishing"
"9708F29E-9051-404A-BF34-25129ECD8028";"Bokförlaget Tranan"
"973A9743-443C-40F7-B758-E8043E5B1CA0";"The W.H. Auden Society"
"97527538-B18B-457D-8A59-A830A88DE0D1";"TAPPI Press"
"9792F177-F5BA-4522-9D7B-EB7C65D9494C";"VDM Verlag Dr. Müller Aktiengesellschaft & Co. KG"
"9794B3E9-0748-43AE-9AFF-D0DAFBDDB91F";"Neural Information Processing Systems"
"979CFDED-4CCE-4D43-B8E7-4E461F1AD9FC";"Edições Húmus"
"97A75EA9-5D89-4214-B817-7A22474D92CC";"Forlaget Vett & Viten AS"
"97BE399D-D876-4638-90B9-96A46E9099F4";"Forlagið"
"97D270B6-6E4A-4E2C-9276-FC7ADAD50914";"Prise de Parole"
"97E1D0F4-5B2B-4F2B-896F-89447AB31F04";"Munch-museet"
"97E5A93F-3247-48B8-A42E-0D75901AFA33";"Proceedings of the International Seminar on Fire and Explosion Hazards"
"980F1D00-AAD2-4D06-B428-58B25E1B9898";"Africa Institute of South Africa (AISA)"
"9826CE35-FE8B-422D-8BE7-6C47330B5A6D";"Philosophical Society of Turkey"
"982CC70F-51AB-427D-A516-FD872983345C";"Norges idrettshøgskole"
"98311203-A8C1-4279-B2EE-AE8BCCB9CC62";"The International Federation for Structural Concrete"
"9832FFD3-4D10-43FD-BEFC-711A5F3E4423";"American Fisheries Society"
"98430F52-BC6A-416E-B3E7-FA797BED1C01";"Georgetown University Press"
"985C14A2-6DE1-491D-AB97-34B5C872DAF3";"Hackett Publishing Company"
"985DB1F0-5596-41B9-9D34-A6C9CD23B984";"Les Editions de l'Ecole Polythechnique"
"987FE96A-2C18-4055-BF78-8010C415AA59";"N.W. Damm & Sønn ASA"
"9889AF7D-0DF2-4D84-B69A-EFC0A0EA668C";"HL-senteret"
"98956D29-5F1A-4D8F-A586-4A7B3324C989";"CEAS Reprint Series for Rare and Out of Print Publication"
"98AC116B-6D91-4128-BB9F-037EF93479BB";"Verso"
"98B9F090-6FC6-4AC2-8A35-81963324355A";"Narr Francke Attempto Verlag"
"98D14F67-B136-4D8C-B794-D70E6E652A5A";"Croatian Society for Communications, Computing, Electronics, Measurement and Control"
"98D7A533-091E-4846-B219-6FA3F3B79C5A";"Carolina Academic Press"
"98E3477C-BCEF-4006-B49F-C946C1A9A547";"Editions Didier Millet Pte Ltd, Singapore"
"98E3CEA0-402E-4F59-81E6-0DD80E3FBD4E";"Imprensa Nacional - Casa da Moeda"
"98E7759F-1EC5-43B6-87E8-EF6014B7C54C";"International Information Management Corporation Limited"
"98F28145-1683-4874-AD77-0883123F98DC";"Konrad Theiss Verlag"
"9912D2A0-F454-455D-8FD8-359425E22E8E";"English Heritage"
"992CEBB8-5DF7-409C-BCAC-22679F500553";"Appelhans-verlag"
"99304B17-A29A-45A5-9F0B-F1889CF21D19";"Istituto Poligraficio e Zecca dello Stato - Libreria dello Stato"
"9954040E-A047-4339-B29D-D0230199B5A6";"Global Oriental Ltd."
"995745A8-3739-4942-B34F-72A2AD7BD2E6";"Tsing Hua University Press"
"996674A6-916A-43D2-83CE-3F181F08C5F9";"Foreign Languages Press"
"99732DD7-5245-45FB-B645-F5CDC4C8A4A5";"Medicinae"
"99767614-E8D6-499B-8F63-1D564F22217E";"Karnov Group Norway AS"
"997E0A22-67A4-421F-800E-57ACED408D23";"CIDREE: the Consortium of Institutions for Development and Research in Education in Europe"
"997FA270-327C-4218-91C9-053F56AD4844";"Living Architecture Publishing"
"99A8AC9D-3561-4850-ABF9-DB8C085B678D";"Bononia University Press"
"99B2B855-7CFB-4ED1-99D3-63E686041C1B";"Vilnius Gediminas Technical University Press"
"99B3EAF0-DD91-43C9-A1BA-714F1F972195";"Unge Pædagoger"
"99C703BA-B82D-44CD-A65E-30646E5510A4";"Meyer & Meyer Sport"
"99CA7786-BA14-4428-9FEE-4A8581297321";"Pedagogisk psykologisk forlag as"
"99CB67C0-970E-4C30-88E8-4B386EA7E71B";"Brookes Publishing"
"99D60103-A7F5-4DD4-99B9-5611B87E8C2A";"East-West Books Helsinki"
"99F95146-F7BB-438C-A5D7-F017D905E87C";"Mondadori Education"
"99FB87D7-20FB-4903-9820-D75966D8D568";"Informing Science Press"
"9A302C41-1C25-4073-8104-8B5C26FF35F6";"Stair Society"
"9A5E4C95-17DE-49E3-9048-7BE2A8491735";"ECPR Press"
"9A652EB8-1877-4412-9F6D-611B41D81EED";"Michigan State University Press"
"9A864989-CD5D-459D-BC3B-AE561E4B7E2E";"Foreign Language Teaching and Research Press"
"9AA293DD-0062-4D5D-A22B-79A9FDCB5A3C";"British Council"
"9ABC9332-4D1F-4AFF-9E1E-CEA90D0E2428";"European Council for an Energy Efficient Economy (ECEEE)"
"9ADB4075-60B5-4301-979C-29A9CF43D6C0";"DRUID society"
"9AE6DE45-BFDF-47B1-9AC1-F03CFD313FD5";"Institut français d'archéologie orientale du Caire"
"9AEAC923-B586-416B-ABE6-813DA2030D77";"Kustannus-Puntsi"
"9AF0A20D-9B0B-4319-9CD9-3B8AE4F2AC0B";"Lapin Yliopisto"
"9B00E0AC-AD6F-4A85-BB2D-779E467D0E74";"Tourism Research and Development Centre, Institut Teknologi Bandung"
"9B0192F8-D3CB-4505-8634-A2095E054332";"Russian Christian Academy for the Humanities"
"9B1293FA-95C1-437D-AC47-80F0843C3CC7";"Whittles Publishing"
"9B1A00AB-5956-4ABB-8FD1-EB9922E49BC7";"Avestia Publishing"
"9B27DBE8-4295-4B7A-AB50-3A35CE269CD5";"IADIS Press"
"9B2D8FCF-9074-410E-AB7E-8548FD20609C";"ASHRAE"
"9B2EE655-49AC-48D8-B33E-DADA32CDDB40";"Gyldendalske bokhandel, Nordisk forlag A/S"
"9B3921E2-4B01-4C3D-9722-F19D09F01DE1";"James Nicholas Publishers, Pty. Ltd."
"9B7539C9-BEB9-41B0-B394-D4148BBC2E6F";"Międzynarodowe Centrum Kultury"
"9B93BACC-22F8-445C-BF5B-B38659BC03C8";"Diakonhjemmet sykehus"
"9B9ABADA-5EE9-497B-9606-05F7A04A67B4";"Paul Åström forlag"
"9BABD0B2-3990-42E1-B338-B6B6C37B1170";"Nordic Network on Fine-scale Atmospheric Modelling (NetFAM)"
"9BCBCACD-D971-49A0-85F7-C98D8B1E6ACB";"INEGI-Instituto de Engenbaria Mecanica e Gestao Industrial"
"9BD5DD21-06C9-430A-9E50-89C7C2D219B0";"Eburon Academic Publishers"
"9BD67773-EAD7-4954-9925-495C4FA9EC37";"utzverlag"
"9BE6D213-540F-4F24-8358-229DCA78C1CF";"Frank Cass Publishers"
"9BE6EB3A-EFBC-480B-9B01-44541AC8B683";"International Association of Sedimentologists"
"9BE9EDB1-11C9-427D-A0B9-5C31D5EAFDD0";"Gummerus Kirjapaino Oy"
"9BF9898E-30BF-421F-9E94-46904AB6578D";"Nyt Nordisk Forlag Arnold Busck"
"9C019F32-EAE7-4A6F-8ABA-7E78C48963D8";"Institution of Chemical Engineers"
"9C1BF23F-B731-486A-8B43-C9E94A6235F2";"Michael Redhill"
"9C1E1D36-E5BE-4318-8EF4-EA7B33655229";"Zhejiang University Press"
"9C3AFFD4-9413-4109-B7BA-0C829F2C3F71";"Shanghai Translation Publishing House"
"9C43A09B-4C21-4201-89E7-05918DB2F0F1";"The Herpetologists' League"
"9C724022-4CB1-40D1-8845-635BB58B189E";"University of Manitoba Press (UMP)"
"9C7FD686-EF9A-4219-8219-891B40C84EFD";"Thales"
"9CA8DF34-D9D3-4582-896F-209923C3E0FB";"editiones scholasticae"
"9CABD5B8-D1A6-4429-9B66-EF57035C63DD";"Common Ground Research Networks"
"9CB36BA6-B63B-410C-9433-181A84C86628";"Deutscher Taschenbuch Verlag"
"9CB82D11-6538-4A41-8F44-8D5892C3A669";"Cappelen forlag"
"9CDE0665-3ADC-4F81-B268-F4C221AAEBE8";"Shangwu Yinshuguan (商务印书馆)"
"9CEA8866-87B5-43E6-A75C-69EB3D63BA78";"Comunicacion social. Ediciones y publicaciones"
"9D052810-8F09-436D-AD0A-9745EC9EBE95";"Izdatel`stvo LAN`"
"9D168CF4-054B-445A-9D99-EB1DB820B6BA";"FTA Publications"
"9D1DDCB5-F066-47B6-89EE-F72440A5EA9B";"Hirmer Verlag"
"9D24DBF2-40DA-4F46-A1EE-3B469C27EAE0";"Archaeolingua"
"9D2D438A-E33C-4002-BE16-BE7191B50BD4";"Unisa Press"
"9D4C13E0-0E52-4C76-AE52-B43FDFDEFDDD";"Passagen Verlag"
"9D688375-8BA9-4476-A6AF-CFA3FF396329";"Verlag Marie Leidorf"
"9D8BDD76-0953-4C37-A436-450FADEAC92D";"Strategic Studies Institute of the U.S. Army War College"
"9D8E9D80-60A2-4EDF-B4C9-2822BCF3158D";"IHS BRE Press"
"9DB522BD-6B52-4650-AA8E-5993E1978D03";"International Organization for Migration, Publication Unit"
"9DD97062-F4BA-4FD9-AC72-C3C568EEB300";"De Gruyter Mouton"
"9DFA225E-A840-4357-A2B4-824AB94CE121";"Verlag Barbara Budrich"
"9DFA9363-BF9D-4967-BAC1-133475E9DEB1";"Leuven University Press"
"9E01C413-9C2F-4F98-8A23-D5A05523AD42";"Institute of Mathematical Statistics"
"9E374497-E321-465C-AE20-D4B6DACF1DC1";"Mac Keith Press"
"9E45BF45-85C4-49EF-ADFB-670A2E647505";"Systime Academic"
"9E465489-7BDC-4EAA-812D-1AF45834A4C2";"Mario Congedo editore (Galatina)"
"9E48A2C2-2F9C-4433-9C95-92C65E20B607";"Pensord Press Ltd."
"9E54987B-178D-4330-BACD-59DBDBBB7CB7";"Høgskolen i Gjøvik"
"9E63EE0F-7938-49CC-978E-E0993CBF928C";"Cluster Publications Pietermaritzburg"
"9E9B47EC-6C04-4EF0-BD5E-28955C18FC4B";"International Federation for Information Processing"
"9E9FC381-D4BE-425F-A685-9DA8948FB159";"Duke University Press"
"9EC12813-AEE9-45A7-BBD6-3FC6C9978B72";"Pingst"
"9ED931C9-1E8A-4978-B29D-AEB7FDCD9DCE";"Berkeley Linguistics Society"
"9EFFFF26-D912-46FF-8F16-C1D3F9D108B2";"ATEE - Association for Teacher Education in Europe"
"9F139D8D-0F48-4AA4-93E3-3E7B2AC8D947";"AltaMira Press"
"9F14403B-9863-4F2E-9BF3-18AB749796C8";"Deutscher Universitäts-Verlag"
"9F19D7B0-A571-44A4-9E02-96BF018EF7D6";"Editorial Grupo Destiempos"
"9F2159A5-AED5-4E4F-A106-FC98617E8670";"oekom verlag"
"9F2FB890-A950-46EC-9888-5DA4603A9160";"Abbaye de Maredsous"
"9FAEB85A-DFF1-4744-8D03-522F1DE294D1";"College du France"
"9FB19C25-EFE7-407F-A47B-0A871158DD68";"Metropolis Verlag für Ökonomie, Gesellscahft und Politik GmbH"
"9FD256DC-8ED9-45EC-AAC6-00BC76103BBD";"ViaSystime"
"9FDDFA88-3DB2-4D0E-88F7-A74828394169";"International Society  for Music Information Retrieval"
"9FF22890-B5DB-4E73-83C9-30D95E529BE4";"Scandinavian Research Council for Criminology"
"9FFC41CD-50FA-40C3-9DEE-A45AA8F710A7";"Geological Society of London"
"A003BEAD-9D0B-42A2-A096-15539CBE1410";"SNS förlag"
"A01ACDA5-AE78-49C1-9AF4-8C5F2D44761B";"Hofmann Verlag & Druckerei"
"A0444FE7-B532-4473-8344-9319467A043A";"Ibicura"
"A04A15C5-1B21-46BB-BC1D-AA4EF9B6DEB9";"Universitetet i Oslo"
"A04ABBB5-3FD8-483D-B469-1B771A76D15E";"Arbeitsgemeinschaft der Wissenschaftlichen Medizinischen Fachgesellschaften"
"A0500E6F-972E-4F0C-9C00-221F8CADC02B";"Eighth world conference on Sampling and Blending"
"A06125C3-F4F6-4E1F-977C-72D99F9FFF92";"Dolbegae Publishers"
"A088EEB4-4EC2-4A5C-9FDC-3108941179B6";"University of Huddersfield Press"
"A09C7855-C364-47C7-8AD4-18E9D3AFAFAA";"AT & T Corporation"
"A0BD5351-B775-4DF7-9CAA-52391F10C75E";"IWA Publishing"
"A0C86A90-21EA-40D6-B94F-780E25174414";"Canadian Music Educators' Association"
"A0CEB546-B7FF-415D-B759-86F41FF66A44";"Fellesrådet for Afrika"
"A0D1D026-3DF5-4462-81A2-943EF5A90BF9";"English Department, U.S. Air Force Academy"
"A0E96822-9291-4AB8-9F3E-36452448B5A4";"Professional Engineering Publishing"
"A130B35D-A5F0-4F7E-9A2C-4B5DC5A92D9C";"Förlag Göteborgs Universitet"
"A13F8ADC-92AD-4FE8-9527-7DEA69A25509";"Institutt for lingvistiske og nordiske studier"
"A1661AED-2C5F-432B-9AE9-12738B93D2EB";"Lage Landen Studies"
"A1885AF2-497D-45F4-9F10-FC0CFAF736A8";"Bruccoli Clark Layman"
"A1985A20-CBF1-49FF-9945-B4E88C318BC9";"Wydawnictwo Pracowni Komputerowej Jacka Skalmierskiego"
"A1A364FC-3D24-408A-B0BA-FC47D8E65A2E";"Editions ESKA"
"A1B35D63-51CC-4592-A900-D0EEB241C9D1";"Stiftelsen för utgivning av teatervetenskapliga studier (STUTS)"
"A1BF8CB3-9401-4FFA-8D37-1AD68A8B66B0";"Twayne Publishers"
"A1C8045B-2424-4665-BB66-C8A89EEDAAD7";"Social Sciences Academic Press (China)"
"A1F493D9-66C5-42D8-8A8C-B68A43C29A39";"Taylor & Francis"
"A2096FDB-2B23-4AF8-8E32-ACEF53E0D3EE";"Universitetet i Stavanger"
"A2390A24-55C3-4691-96C9-4D5A80550BE1";"Bioform"
"A2441365-8B95-40C9-9396-95192A4EB1DD";"John Donald"
"A2486433-7A0B-4839-97A5-46326817AE60";"European Power Electronics and Drives Association"
"A249C7E3-141C-40B9-8530-00A13CCFDFF0";"The Society of Digital Information and Wireless Communications (SDIWC)"
"A24B46AE-7A21-4A3B-9BE8-35AB84B1ADB3";"Editions A. Pedone"
"A27BBE8C-1CC1-4D27-9B8D-11FE12D2E09F";"SUNY Press"
"A28CFC7B-6908-4F57-BB97-B0096B7F5A4C";"Norsk institutt for kulturminneforskning"
"A28D0FD1-AA6B-492D-9944-928CB6D1463E";"International Union for Conservation of Nature (IUCN)"
"A2D02103-5EAC-46E2-9BD6-50E366FE527B";"International Conference on Integrity, Reliability and Failure"
"A2E435D8-6E0C-4500-8EED-E2EAB8DAB802";"Faber"
"A2E72A88-DD05-4B0B-A8DF-753CCC3E9AD0";"Studien Verlag"
"A2F00135-E18C-408C-AA2F-7F26110869AE";"Sellier"
"A31F1A60-1B2C-481F-B05F-F5A7D5FEA678";"Växjö universitet"
"A3362D7F-B2D7-4E28-B308-E369E994C3E3";"David Publishing Company"
"A336DAFA-903A-4C95-966B-EECA8EB70F18";"American Concrete Institute"
"A3396580-89A0-47FE-9F49-0306E40CF135";"International Society for the Study of Argumentation"
"A3532630-14E9-4991-B113-F5AB193ED123";"Editora UP"
"A355715E-6557-4685-B875-B0C09469DD78";"Multilingual Matters"
"A35BF5F3-7967-4F0A-BA9C-DD4BE8FE8285";"Duckworth"
"A3B8A77F-D6E8-468D-8F00-AB212A9D8A8B";"Presses Universitaires de Strasbourg"
"A3CBE2B5-7774-405F-85B9-0F9BC9032D5C";"Arnold Schönberg Center"
"A3D44A4F-C7B5-4B6B-8D6E-4BE01B5E2232";"Éditions Klincksieck"
"A3E00B05-3550-4854-B27F-2E04FAF1853D";"Riksarkivet"
"A40FAE09-143F-495B-B482-599645B6309F";"Sidestone Press"
"A456C42F-A7BF-449C-83A6-801DF8879AB1";"Arkitektur- og designhøgskolen i Oslo"
"A4625FF4-A1D5-4C64-B123-A17315DAFC49";"Universitatsverlag Dr. N. Brockmeyer"
"A4B37B61-0D9C-4EA2-BB9F-120CD016117E";"Dansklærerforeningen"
"A4BA645E-02EA-416D-A0D8-34AD92D6CEF4";"Profil Verlag"
"A4C3EE78-A916-4480-A110-1956E25D7767";"Harvey Miller Publishers"
"A4CA2301-EFBC-4983-8963-880EF9E35935";"Éditions Albin Michel"
"A4EDCB8A-E4B4-4BD5-9244-27A0C8F42D2D";"de boeck duculot"
"A4F820C6-1286-46C6-8E67-67CBF691AEB0";"Apple Academic Press"
"A50E1958-2318-4B77-8941-E510FCAD9820";"Marin Drinov Academic Publishing House"
"A526D6CE-3B26-4863-BED9-81FE2E4D4CBD";"Purdue Research Foundation"
"A531BE52-41D5-49F9-8A53-3FB8F8FF1BD4";"Bowdoin College"
"A57C9E25-445D-4E0B-8C88-A7B44C40495A";"Vanderbilt University Press"
